id|name|derived_from_id|derived_from_name
5f62bf96dbf5a9f9f12094d2|1,3,5-Tris(2-hydroxyethyl)hexahydro- 1,3,5-triazine|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf96dbf5a9f9f12094d3|1,3,5-Tris(2-hydroxyethyl)hexahydro-striazine|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf96dbf5a9f9f12094d4|4-26-00-00010 (Beilstein HandbookReference)|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf96dbf5a9f9f12094d5|Actane|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094d6|BRN 0124982|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094d7|Busan 1060|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094d8|CCRIS 6246|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094d9|Caswell No. 481C|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094da|EINECS 225-208-0|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094db|EPA Pesticide Chemical Code 083301|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094dc|ETA 75|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094dd|Grotan|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094de|Grotan B|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094df|Grotan BK|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094e0|Grotan HD|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094e1|Hexahydro-1,3,5-triazine-1,3,5-triethanol|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094e2|Hexahydro-1,3,5-tris(2-hydroxyethyl)-striazine|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf97dbf5a9f9f12094e3|Hexahydro-1,3,5-tris(hydroxyethyl)triazine|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e4|KM 200 (alcohol)|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e5|Kalpur TE|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e6|NSC 516387|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e7|Onyxide 200|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e8|Ottaform 204|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094e9|Rancidity control agent|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094ea|Roksol T 1-7|5f62bf96dbf5a9f9f12094d1|1,3,5-tris-(2-hydroxyethyl)-hexahydrotriazine (grotan bk)
5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)||
5f62bf98dbf5a9f9f12094ec|1,4-Butanediol dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf98dbf5a9f9f12094ed|1,4-Butylene dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf98dbf5a9f9f12094ee|1,4-Butylene glycol dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf98dbf5a9f9f12094ef|2-Propenoic acid, 2-methyl-, 1,4-butanediyl ester|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf98dbf5a9f9f12094f0|Butanediol dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f1|Butylene dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f2|CCRIS 7046|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f3|EINECS 218-218-1|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f4|HSDB 5467|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f5|Methacrylic acid, tetramethylene ester|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f6|Oligotetramethylene glycol|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f7|DimethacrylateTetramethylene|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f8|Dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094f9|Tetramethylene glycol dimethacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094fa|Tetramethylene methacrylate|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094fb|X 970|5f62bf98dbf5a9f9f12094eb|1,4-butandioldimethacrylat (budma)
5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether||
5f62bf99dbf5a9f9f12094fd|(Tetramethylenebis(oxymethylene))dioxirane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f12094fe|1,4-Bis(2,3-epoxypropoxy)butane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f12094ff|1,4-Bis(2,3-epoxypropyloxy)butane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209500|1,4-Bis(glycidyloxy)butane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209501|1,4-Bis(oxiranylmethyloxy)butane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209502|1,4-Butane diglycidyl ether|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209503|1,4-Butanediol diglycidyl ether|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209504|1,4-Diglycidloxybutane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209505|1,4-Diglycidyloxybutane|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209506|2,2'-(1,4-Butanediylbis(oxymethylene))bis(oxirane)|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209507|5-17-03-00023 (Beilstein HandbookReference)|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209508|Araldit DY 026|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f1209509|BRN 0115238|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9adbf5a9f9f120950a|Butane, 1,4-bis(2,3-epoxypropoxy)-|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f120950b|Butane-1:4-diol diglycidyl ether|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f120950c|Butanediol diglycidyl ether|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f120950d|CCRIS 2639|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f120950e|CD 15006 A|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f120950f|ChS-RR2|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f1209510|EINECS 219-371-7|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f1209511|Grilonit RV 1806|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bf9bdbf5a9f9f1209512|HSDB 5459|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bfa5dbf5a9f9f1209513|NSC 24834|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bfa5dbf5a9f9f1209514|Oxirane, 2,2'-(1,4-butanediylbis(oxymethylene))bis-|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bfa5dbf5a9f9f1209515|TK 10352|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bfa5dbf5a9f9f1209516|Tetramethylene glycol diglycidyl ether|5f62bf99dbf5a9f9f12094fc|1,4-butanedioldiglycidyl ether
5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether||
5f62bfa5dbf5a9f9f1209518|((4-(1,1-Dimethylethyl)phenoxy)methyl)oxirane|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa5dbf5a9f9f1209519|2,3-Epoxypropyl-4-t-butylphenyl ether|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa5dbf5a9f9f120951a|3-(p-tert-Butylphenoxy)-1,2-epoxypropane|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f120951b|5-17-03-00017 (Beilstein HandbookReference)|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f120951c|AI3-52800|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f120951d|BRN 0007417|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f120951e|CCRIS 2638|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f120951f|EINECS 221-453-2|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f1209520|R 1007|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f1209521|p-tert-Butylphenyl glycidyl ether|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f1209522|tert-Butylphenol glycidyl ether|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f1209523|tert-Butylphenyl glycidyl ether|5f62bfa5dbf5a9f9f1209517|1,6-hexanediolediglycidyl ether
5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth||
5f62bfa6dbf5a9f9f1209525|1-Amino-2-(2-hydroxyethoxy)ethane|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa6dbf5a9f9f1209526|2-(2-Aminoethoxy)ethanol|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa6dbf5a9f9f1209527|2-(2-Hydroxyethoxy)ethylamine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa6dbf5a9f9f1209528|2-Amino-2'-hydroxydiethyl ether|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209529|2-Aminoethoxyethanol|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952a|4-04-00-01412 (Beilstein HandbookReference)|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952b|5-Aminoethyl 2-hydroxyethyl ether|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952c|5-Hydroxy-3-oxapentylamine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952d|BRN 0906728|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952e|Diethylene glycol amine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f120952f|Diethylene glycol monoamine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209530|Diglycolamine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209531|EINECS 213-195-4|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209532|HSDB 5770|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209533|NSC 86108|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209534|beta-(betaHydroxyethoxy)ethylamine|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209535|beta-Hydroxy-beta'-aminodiethylether|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa7dbf5a9f9f1209536|beta-Hydroxy-beta'-aminoethyl ether|5f62bfa6dbf5a9f9f1209524|2-(2-aminoethoxy)-eth
5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)||
5f62bfa8dbf5a9f9f1209538|2-Bromo-2-nitropropane-1,3-diol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f1209539|2-Nitro-2-bromo-1,3-propanediol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953a|Bronidiol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953b|Bronocot|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953c|Bronopol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953d|Bronosol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953e|Bronotak|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f120953f|HSDB 7195|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f1209540|Lexgard bronopol|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f1209541|NSC 141021|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa8dbf5a9f9f1209542|Onyxide 500|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa9dbf5a9f9f1209543|beta-Bromo-beta-nitrotrimethyleneglycol Germall® 11|5f62bfa8dbf5a9f9f1209537|2-bromo-2nitropropane-1, 3-diol (bronopol)
5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate||
5f62bfa9dbf5a9f9f1209545|1-Hexanol, 2-ethyl-, acrylate|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f1209546|2-Ethyl-1-hexyl acrylate|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f1209547|2-Ethylhexyl 2-propenoate|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f1209548|2-Ethylhexyl acrylate|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f1209549|2-Ethylhexylester kyseliny akrylove|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f120954a|2-Ethylhexylester kyseliny akrylove[Czech]|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f120954b|2-Propenoic acid, 2-ethylhexyl ester|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f120954c|4-02-00-01467 (Beilstein HandbookReference)|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f120954d|AI3-03833|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfa9dbf5a9f9f120954e|Acrylic acid, 2-ethylhexyl ester|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f120954f|BRN 1765828|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f1209550|CCRIS 3430|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f1209551|EINECS 203-080-7|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f1209552|HSDB 1121|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f1209553|NSC 4803|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
5f62bfaadbf5a9f9f1209554|Octyl acrylate|5f62bfa9dbf5a9f9f1209544|2-ethylhexyl acrylate
